issue,count_20131,nan_20131,income_20131,expenses_20131,total_20131,count_20132,nan_20132,income_20132,expenses_20132,total_20132,count_20133,nan_20133,income_20133,expenses_20133,total_20133,count_20134,nan_20134,income_20134,expenses_20134,total_20134,count_20141,nan_20141,income_20141,expenses_20141,total_20141,count_20142,nan_20142,income_20142,expenses_20142,total_20142,count_20143,nan_20143,income_20143,expenses_20143,total_20143,count_20144,nan_20144,income_20144,expenses_20144,total_20144,count_20151,nan_20151,income_20151,expenses_20151,total_20151,count_20152,nan_20152,income_20152,expenses_20152,total_20152,count_20153,nan_20153,income_20153,expenses_20153,total_20153,count_20154,nan_20154,income_20154,expenses_20154,total_20154,count_20161,nan_20161,income_20161,expenses_20161,total_20161,count_20162,nan_20162,income_20162,expenses_20162,total_20162,count_20163,nan_20163,income_20163,expenses_20163,total_20163,count_20164,nan_20164,income_20164,expenses_20164,total_20164,count_20171,nan_20171,income_20171,expenses_20171,total_20171,count_20172,nan_20172,income_20172,expenses_20172,total_20172,count_20173,nan_20173,income_20173,expenses_20173,total_20173,count_20174,nan_20174,income_20174,expenses_20174,total_20174,count_20181,nan_20181,income_20181,expenses_20181,total_20181,count_20182,nan_20182,income_20182,expenses_20182,total_20182,count_20183,nan_20183,income_20183,expenses_20183,total_20183,count_20184,nan_20184,income_20184,expenses_20184,total_20184,count_20191,nan_20191,income_20191,expenses_20191,total_20191,count_20192,nan_20192,income_20192,expenses_20192,total_20192,count_20193,nan_20193,income_20193,expenses_20193,total_20193,count_20194,nan_20194,income_20194,expenses_20194,total_20194,count_20201,nan_20201,income_20201,expenses_20201,total_20201,count_20202,nan_20202,income_20202,expenses_20202,total_20202,count_20203,nan_20203,income_20203,expenses_20203,total_20203,count_20204,nan_20204,income_20204,expenses_20204,total_20204,count_20211,nan_20211,income_20211,expenses_20211,total_20211,count_20212,nan_20212,income_20212,expenses_20212,total_20212,count_20213,nan_20213,income_20213,expenses_20213,total_20213,count_20214,nan_20214,income_20214,expenses_20214,total_20214,count_20221,nan_20221,income_20221,expenses_20221,total_20221,count_20222,nan_20222,income_20222,expenses_20222,total_20222,count_20223,nan_20223,income_20223,expenses_20223,total_20223,count_20224,nan_20224,income_20224,expenses_20224,total_20224,count_20231,nan_20231,income_20231,expenses_20231,total_20231,count_20232,nan_20232,income_20232,expenses_20232,total_20232,count_20233,nan_20233,income_20233,expenses_20233,total_20233,count_20234,nan_20234,income_20234,expenses_20234,total_20234
i_PHA,204.0,19.0,5316900.0,35450456.52,40767356.52,227.0,17.0,5797650.0,37939970.37,43737620.37,227.0,16.0,6036550.0,33791242.95,39827792.95,228.0,17.0,6408025.0,45284105.47,51692130.47,204.0,15.0,5517450.0,37786016.31,43303466.31,218.0,14.0,5426900.0,36259073.76,41685973.76,206.0,9.0,5171834.0,35774378.3,40946212.3,200.0,11.0,7471564.0,31082881.65,38554445.65,205.0,11.0,5281793.0,34974478.0,40256271.0,202.0,9.0,5215700.0,35043568.54,40259268.54,205.0,14.0,5283700.0,30609711.0,35893411.0,196.0,5.0,5341700.0,31344135.89,36685835.89,218.0,10.0,5872950.0,30805094.98,36678044.980000004,230.0,9.0,6374450.0,29117562.82,35492012.82,230.0,8.0,6530200.0,29444943.41,35975143.41,222.0,9.0,6309700.0,28807600.46,35117300.46,222.0,11.0,6712281.0,31735274.0,38447555.0,225.0,7.0,6434700.0,29742258.0,36176958.0,247.0,9.0,7046950.0,29028574.81,36075524.81,240.0,8.0,7112950.0,29252009.0,36364959.0,258.0,12.0,7055708.48,34609459.0,41665167.480000004,265.0,15.0,6954044.0,34914121.0,41868165.0,268.0,16.0,7315950.0,32420002.73,39735952.730000004,261.0,19.0,7068700.0,34787445.0,41856145.0,276.0,23.0,7084018.0,40411945.0,47495963.0,277.0,22.0,7821750.0,38540666.0,46362416.0,283.0,17.0,7713012.0,44923195.0,52636207.0,267.0,17.0,7385500.0,43028505.0,50414005.0,269.0,18.0,7677000.0,44751223.0,52428223.0,279.0,15.0,8436750.0,38358122.0,46794872.0,277.0,14.0,8512250.0,37127867.0,45640117.0,269.0,16.0,8518750.0,36080741.0,44599491.0,257.0,12.0,8786250.0,37245713.17,46031963.17,265.0,12.0,8749750.0,29551108.0,38300858.0,267.0,14.0,8869084.0,33164764.0,42033848.0,272.0,15.0,9494084.0,38193846.0,47687930.0,265.0,15.0,8993834.0,46089698.0,55083532.0,278.0,18.0,9365334.0,37058783.0,46424117.0,285.0,16.0,9721834.0,39354646.0,49076480.0,264.0,13.0,8786834.0,37390116.0,46176950.0,258.0,13.0,8269834.0,55738659.35,64008493.35,264.0,13.0,8092177.0,39929951.0,48022128.0,277.0,12.0,8533114.0,46735964.0,55269078.0,269.0,13.0,8374565.0,48318050.0,56692615.0
i_POS,122.0,9.0,3240900.0,20852985.79,24093885.79,124.0,11.0,3838900.0,19906402.27,23745302.27,131.0,12.0,3123900.0,26592380.96,29716280.96,134.0,10.0,3290000.0,30699029.89,33989029.89,130.0,9.0,2385400.0,32615443.39,35000843.39,124.0,10.0,2160400.0,29454913.39,31615313.39,104.0,8.0,1954450.0,29495977.52,31450427.52,102.0,7.0,2672500.0,28680110.0,31352610.0,91.0,6.0,4065171.0,22173011.67,26238182.67,91.0,6.0,2148480.0,22283401.62,24431881.62,95.0,6.0,2281480.0,20380568.56,22662048.56,98.0,5.0,2346228.0,25298490.4,27644718.4,89.0,4.0,1855000.0,21995346.0,23850346.0,97.0,7.0,1921000.0,20923169.0,22844169.0,99.0,8.0,1755000.0,19014932.0,20769932.0,93.0,7.0,1765000.0,23645609.0,25410609.0,90.0,6.0,1351000.0,27673502.0,29024502.0,88.0,7.0,1441600.0,27734136.0,29175736.0,92.0,6.0,1445600.0,25179759.0,26625359.0,91.0,8.0,1447600.0,27946070.0,29393670.0,109.0,7.0,1963600.0,29331524.0,31295124.0,106.0,8.0,1772200.0,42561293.0,44333493.0,106.0,6.0,1931200.0,46138012.0,48069212.0,98.0,5.0,1747200.0,28193650.0,29940850.0,93.0,7.0,1856200.0,22758078.0,24614278.0,96.0,6.0,1763000.0,24807000.0,26570000.0,101.0,7.0,1996000.0,23357000.0,25353000.0,97.0,7.0,1817500.0,29207363.0,31024863.0,106.0,4.0,2170000.0,31470000.0,33640000.0,107.0,4.0,2195000.0,27791324.0,29986324.0,115.0,7.0,2035000.0,30436455.0,32471455.0,104.0,6.0,1865000.0,31248060.0,33113060.0,104.0,6.0,2001250.0,30701706.83,32702956.83,118.0,5.0,2603500.0,27622535.0,30226035.0,115.0,8.0,2168000.0,27723609.0,29891609.0,112.0,5.0,2581000.0,34415533.0,36996533.0,132.0,4.0,2634000.0,41315665.0,43949665.0,112.0,3.0,2265500.0,26590430.0,28855930.0,107.0,4.0,2345500.0,23407826.0,25753326.0,101.0,2.0,1953000.0,20335318.0,22288318.0,86.0,4.0,1917500.0,16204500.0,18122000.0,90.0,3.0,1877600.0,18602500.0,20480100.0,89.0,3.0,1817500.0,15924422.0,17741922.0,84.0,3.0,1617500.0,14849500.0,16467000.0
i_RRR,110.0,11.0,2608000.0,25751675.0,28359675.0,115.0,8.0,2545450.0,22097599.74,24643049.74,126.0,9.0,2692400.0,20150454.33,22842854.33,122.0,14.0,2423300.0,28318799.87,30742099.87,123.0,13.0,2512997.51,28904277.16,31417274.67,131.0,14.0,2724200.0,23596515.08,26320715.08,138.0,11.0,2587000.0,26947190.43,29534190.43,130.0,10.0,2404999.0,24350082.06,26755081.06,143.0,10.0,2838500.0,32240335.47,35078835.47,143.0,9.0,2752375.0,35188064.72,37940439.72,154.0,12.0,3269249.0,26962845.97,30232094.97,150.0,14.0,3214250.0,25554266.0,28768516.0,134.0,12.0,2620000.0,18267799.0,20887799.0,130.0,11.0,2842564.0,17277058.0,20119622.0,132.0,12.0,2720894.0,16397813.0,19118707.0,128.0,13.0,2454500.0,17913431.0,20367931.0,132.0,12.0,2835957.0,16350749.8,19186706.8,119.0,10.0,2643600.0,13122493.0,15766093.0,123.0,10.0,2653600.0,15246820.0,17900420.0,122.0,11.0,2461600.0,14828368.0,17289968.0,118.0,8.0,2469600.0,15476528.0,17946128.0,122.0,7.0,2749085.0,14255852.0,17004937.0,134.0,16.0,2867119.0,17558728.0,20425847.0,124.0,12.0,2571574.0,12548509.0,15120083.0,120.0,12.0,2540242.0,9955419.0,12495661.0,121.0,10.0,2841881.0,10341927.0,13183808.0,122.0,11.0,2586500.0,10036692.0,12623192.0,121.0,8.0,2630500.0,27176812.0,29807312.0,120.0,11.0,2718500.0,24814749.0,27533249.0,121.0,14.0,2577000.0,19543044.0,22120044.0,120.0,14.0,2516000.0,9942053.0,12458053.0,113.0,14.0,2364500.0,7117518.0,9482018.0,114.0,9.0,2693000.0,6937969.0,9630969.0,126.0,9.0,3098450.0,7699288.0,10797738.0,125.0,13.0,2686750.0,9056788.0,11743538.0,125.0,11.0,2747250.0,9815301.0,12562551.0,125.0,10.0,2668750.0,11648988.0,14317738.0,122.0,10.0,2573250.0,9916426.0,12489676.0,140.0,9.0,2905950.0,9160998.0,12066948.0,146.0,7.0,3228000.0,34529057.0,37757057.0,147.0,11.0,3323500.0,38011797.0,41335297.0,150.0,11.0,3443412.0,32888902.01,36332314.010000005,154.0,14.0,3551000.0,28933557.0,32484557.0,140.0,13.0,3613500.0,36079904.0,39693404.0
i_VET,218.0,15.0,4150000.0,19183405.28,23333405.28,236.0,20.0,4102650.0,18359785.22,22462435.22,242.0,28.0,4037150.0,19545999.68,23583149.68,249.0,27.0,4500150.0,22942344.66,27442494.66,259.0,34.0,4533453.5,49418258.72,53951712.22,290.0,28.0,5706773.0,61459144.72,67165917.72,301.0,30.0,5861971.0,71326627.82,77188598.82,257.0,29.0,7496453.75,26067341.26,33563795.010000005,262.0,27.0,5128373.75,23040960.67,28169334.42,298.0,29.0,6426481.75,33176047.98,39602529.730000004,309.0,37.0,6324046.0,24540189.05,30864235.05,290.0,33.0,5009450.0,25907533.39,30916983.39,309.0,30.0,5426749.0,31636993.07,37063742.07,324.0,35.0,5928699.0,32701633.82,38630332.82,314.0,31.0,5551149.0,48158532.0,53709681.0,289.0,28.0,5412649.0,27186649.0,32599298.0,285.0,30.0,4786495.0,35332981.0,40119476.0,310.0,33.0,5135756.0,41854233.0,46989989.0,322.0,36.0,5914449.0,41888222.0,47802671.0,323.0,38.0,6098949.0,43494801.0,49593750.0,324.0,37.0,5791949.0,44989308.0,50781257.0,349.0,31.0,6731699.0,44479366.0,51211065.0,363.0,38.0,7161499.0,35708543.0,42870042.0,365.0,45.0,6840699.0,37051948.49,43892647.49,338.0,41.0,6148583.0,33305867.0,39454450.0,366.0,41.0,7078499.0,32646790.82,39725289.82,359.0,41.0,6673450.0,34164454.0,40837904.0,354.0,39.0,6584250.0,48305985.17,54890235.17,377.0,33.0,7267599.0,44817558.0,52085157.0,361.0,25.0,7350250.0,37203497.37,44553747.37,357.0,25.0,6643750.0,36753206.92,43396956.92,351.0,24.0,6713750.0,39249250.95,45963000.95,316.0,26.0,5772850.0,35897704.73,41670554.73,335.0,28.0,6149775.0,43229489.84,49379264.84,340.0,29.0,6327850.0,46666559.61,52994409.61,340.0,29.0,6391210.0,56037974.25,62429184.25,338.0,31.0,6603221.0,35706831.7,42310052.7,366.0,25.0,7408195.0,38907210.37,46315405.37,383.0,25.0,7814406.0,42218530.27,50032936.27,384.0,27.0,8626975.0,38837804.75,47464779.75,376.0,24.0,8674950.0,67931892.5,76606842.5,392.0,23.0,9035800.0,58498839.0,67534639.0,391.0,24.0,9194300.0,50877290.49,60071590.49,396.0,31.0,8855300.0,42820517.82,51675817.82
i_DOC,9.0,1.0,110000.0,1068856.66,1178856.66,10.0,1.0,200000.0,996532.27,1196532.27,9.0,1.0,240000.0,679185.0,919185.0,7.0,1.0,210000.0,525988.0,735988.0,9.0,1.0,180000.0,605869.0,785869.0,9.0,1.0,140000.0,679921.0,819921.0,7.0,1.0,160000.0,577225.2,737225.2,8.0,0.0,107000.0,778649.0,885649.0,12.0,0.0,483000.0,536705.0,1019705.0,15.0,1.0,130000.0,1385525.0,1515525.0,13.0,1.0,110000.0,4156154.0,4266154.0,14.0,2.0,185000.0,3556418.0,3741418.0,12.0,0.0,196750.0,4207879.0,4404629.0,16.0,1.0,210000.0,2685276.0,2895276.0,13.0,1.0,280000.0,618750.0,898750.0,12.0,0.0,180000.0,1009882.0,1189882.0,11.0,1.0,183600.0,688750.0,872350.0,12.0,2.0,254300.0,790000.0,1044300.0,14.0,2.0,219400.0,970000.0,1189400.0,11.0,2.0,136000.0,860000.0,996000.0,9.0,2.0,71000.0,720000.0,791000.0,8.0,2.0,51000.0,720000.0,771000.0,8.0,1.0,89000.0,870000.0,959000.0,5.0,1.0,14000.0,715000.0,729000.0,7.0,0.0,39000.0,732500.0,771500.0,13.0,1.0,168822.0,1324723.0,1493545.0,13.0,0.0,268359.0,1087621.0,1355980.0,12.0,0.0,112000.0,1389514.0,1501514.0,15.0,1.0,132000.0,1609933.0,1741933.0,18.0,1.0,192000.0,2382342.0,2574342.0,16.0,0.0,229000.0,2218904.0,2447904.0,14.0,0.0,172000.0,2513775.0,2685775.0,17.0,1.0,87000.0,1958241.83,2045241.83,22.0,1.0,155000.0,3796068.0,3951068.0,15.0,0.0,165000.0,1727596.0,1892596.0,14.0,2.0,155000.0,1213495.0,1368495.0,11.0,1.0,145000.0,1187513.0,1332513.0,12.0,2.0,230000.0,1422348.0,1652348.0,13.0,2.0,145000.0,1512499.0,1657499.0,13.0,2.0,185000.0,1115695.0,1300695.0,12.0,1.0,95000.0,1337944.0,1432944.0,12.0,2.0,140000.0,1305000.0,1445000.0,12.0,2.0,135000.0,4242281.0,4377281.0,11.0,1.0,175000.0,3746463.0,3921463.0
i_CDT,45.0,1.0,940000.0,26512000.0,27452000.0,50.0,2.0,1060000.0,12371385.58,13431385.58,53.0,2.0,1035000.0,27303624.0,28338624.0,48.0,2.0,940000.0,33411000.0,34351000.0,54.0,2.0,1080000.0,42688700.0,43768700.0,58.0,0.0,1295000.0,44628768.0,45923768.0,47.0,2.0,1070000.0,42667780.66,43737780.66,47.0,0.0,1000000.0,39139615.22,40139615.22,47.0,2.0,970000.0,35236670.0,36206670.0,51.0,2.0,1100000.0,33686156.0,34786156.0,42.0,2.0,985000.0,26055769.0,27040769.0,44.0,2.0,950000.0,31782305.0,32732305.0,37.0,2.0,740000.0,27916000.0,28656000.0,41.0,2.0,875000.0,36085000.0,36960000.0,42.0,2.0,870000.0,29171438.0,30041438.0,45.0,4.0,785000.0,33271940.0,34056940.0,36.0,2.0,873000.0,26498005.0,27371005.0,36.0,2.0,913000.0,19416399.0,20329399.0,37.0,2.0,898000.0,21868936.0,22766936.0,34.0,2.0,920000.0,26923738.0,27843738.0,33.0,2.0,882000.0,25189982.0,26071982.0,31.0,3.0,840000.0,23857856.0,24697856.0,32.0,3.0,887000.0,25989671.0,26876671.0,30.0,4.0,938000.0,25455635.0,26393635.0,31.0,3.0,915000.0,24637293.0,25552293.0,34.0,4.0,865000.0,21442841.0,22307841.0,32.0,5.0,1035000.0,19463902.0,20498902.0,32.0,4.0,985000.0,25411000.0,26396000.0,33.0,4.0,995000.0,25638000.0,26633000.0,32.0,5.0,875000.0,19506000.0,20381000.0,33.0,4.0,925000.0,7233000.0,8158000.0,30.0,4.0,840000.0,9450000.0,10290000.0,32.0,4.0,900000.0,7520000.0,8420000.0,34.0,4.0,959500.0,8413000.0,9372500.0,37.0,5.0,949500.0,8665000.0,9614500.0,37.0,5.0,1114000.0,8735000.0,9849000.0,35.0,3.0,1154000.0,7531000.0,8685000.0,39.0,3.0,1288000.0,8575000.0,9863000.0,37.0,3.0,1094000.0,7510000.0,8604000.0,35.0,3.0,974000.0,8435000.0,9409000.0,35.0,2.0,1069000.0,8095000.0,9164000.0,38.0,2.0,1049000.0,7770000.0,8819000.0,36.0,2.0,931000.0,8183000.0,9114000.0,34.0,2.0,820000.0,9467000.0,10287000.0
i_REL,19.0,4.0,21250.0,519157.34,540407.3400000001,16.0,2.0,30000.0,539374.8,569374.8,14.0,3.0,30000.0,413050.0,443050.0,14.0,1.0,30000.0,443850.0,473850.0,14.0,1.0,0.0,405831.51,405831.51,18.0,2.0,20000.0,618443.35,638443.35,16.0,5.0,0.0,447137.71,447137.71,13.0,4.0,49000.0,258750.0,307750.0,14.0,3.0,39000.0,312215.0,351215.0,14.0,3.0,49000.0,297029.0,346029.0,15.0,4.0,99000.0,226250.0,325250.0,18.0,3.0,64000.0,401896.0,465896.0,21.0,5.0,74000.0,676288.0,750288.0,18.0,2.0,74000.0,526615.0,600615.0,18.0,4.0,64000.0,478750.0,542750.0,18.0,6.0,49000.0,366629.0,415629.0,19.0,4.0,105000.0,406920.0,511920.0,22.0,5.0,115000.0,450507.0,565507.0,19.0,3.0,79000.0,468255.0,547255.0,17.0,5.0,79000.0,370000.0,449000.0,21.0,4.0,79000.0,387406.0,466406.0,20.0,4.0,59000.0,470737.0,529737.0,18.0,2.0,79000.0,392497.0,471497.0,18.0,2.0,79000.0,474639.0,553639.0,19.0,4.0,49000.0,434666.0,483666.0,18.0,6.0,59000.0,452453.0,511453.0,17.0,4.0,49000.0,1466760.0,1515760.0,16.0,3.0,59000.0,425000.0,484000.0,18.0,4.0,69000.0,544130.0,613130.0,21.0,6.0,39000.0,1213295.0,1252295.0,15.0,5.0,39000.0,438910.0,477910.0,14.0,3.0,34000.0,480890.0,514890.0,16.0,5.0,105000.0,187500.0,292500.0,16.0,5.0,160000.0,192000.0,352000.0,17.0,4.0,180000.0,200434.0,380434.0,17.0,6.0,155000.0,187500.0,342500.0,16.0,5.0,175000.0,54000.0,229000.0,15.0,4.0,210000.0,123000.0,333000.0,14.0,5.0,230000.0,105000.0,335000.0,14.0,4.0,270000.0,105000.0,375000.0,12.0,5.0,170000.0,105000.0,275000.0,12.0,6.0,170000.0,232000.0,402000.0,13.0,5.0,230000.0,217500.0,447500.0,12.0,3.0,270000.0,220100.0,490100.0
i_INS,286.0,17.0,8081500.0,55015240.46,63096740.46,307.0,19.0,8745750.0,47080855.83,55826605.83,340.0,21.0,9372750.0,55490019.32,64862769.32,333.0,20.0,9277815.0,64694570.76,73972385.75999999,367.0,23.0,9417615.0,73474418.15,82892033.15,366.0,21.0,10495912.0,78493228.48,88989140.48,370.0,26.0,11063429.0,77762003.85,88825432.85,369.0,21.0,11601181.49,83714030.86,95315212.35,345.0,21.0,10606638.0,68489885.67,79096523.67,300.0,19.0,7920000.0,47017485.62,54937485.62,299.0,27.0,8065900.0,65631532.64,73697432.64,296.0,25.0,7977750.0,60540400.0,68518150.0,297.0,26.0,8348750.0,46035214.0,54383964.0,298.0,26.0,8236565.0,37020213.0,45256778.0,285.0,24.0,7698750.0,37904083.0,45602833.0,288.0,26.0,7540500.0,38673992.0,46214492.0,313.0,33.0,7571750.0,69976634.78,77548384.78,328.0,24.0,8396336.0,63187832.0,71584168.0,331.0,27.0,8437065.0,61453197.0,69890262.0,324.0,26.0,8626750.0,73752447.6,82379197.6,327.0,22.0,8275750.0,72546420.0,80822170.0,327.0,25.0,8139500.0,62932915.0,71072415.0,339.0,31.0,8067000.0,66363438.0,74430438.0,330.0,23.0,8274500.0,68456000.0,76730500.0,335.0,21.0,8095500.0,80163499.0,88258999.0,355.0,26.0,8943000.0,78689110.0,87632110.0,348.0,21.0,8664000.0,76210216.0,84874216.0,351.0,22.0,8890500.0,82404053.0,91294553.0,335.0,17.0,8405500.0,86421315.0,94826815.0,354.0,18.0,9069000.0,76960709.0,86029709.0,364.0,19.0,9552500.0,103252324.0,112804824.0,345.0,19.0,9072500.0,97036702.0,106109202.0,332.0,20.0,8738687.0,77451537.0,86190224.0,331.0,17.0,9060250.0,71684752.0,80745002.0,340.0,20.0,8838250.0,79487589.0,88325839.0,344.0,18.0,9886250.0,82386885.0,92273135.0,342.0,19.0,9518000.0,89086454.0,98604454.0,336.0,16.0,8739000.0,78138852.0,86877852.0,341.0,22.0,8502500.0,106059718.58,114562218.58,337.0,24.0,8635000.0,94663569.88,103298569.88,309.0,19.0,7939020.0,89689258.0,97628278.0,325.0,23.0,8420520.0,72030167.84,80450687.84,327.0,26.0,8194500.0,66361823.8,74556323.8,318.0,25.0,8059500.0,79620588.85,87680088.85
i_HOU,317.0,30.0,6266522.95,35875344.12,42141867.07,320.0,32.0,6559399.54,34046725.29,40606124.83,315.0,30.0,6766499.0,32285062.8,39051561.8,308.0,21.0,6350749.0,39888737.84,46239486.84,317.0,30.0,6267064.77,34619280.94,40886345.70999999,320.0,29.0,6198154.94,46928388.65,53126543.589999996,309.0,37.0,6412110.5,42936144.93,49348255.43,277.0,32.0,5462230.5,37668008.53,43130239.03,274.0,27.0,6674545.0,30060579.0,36735124.0,269.0,26.0,6454243.0,30286375.0,36740618.0,277.0,25.0,6079580.0,28308504.34,34388084.34,268.0,23.0,5955054.25,37671219.4,43626273.65,281.0,23.0,6281784.0,33935916.01,40217700.01,290.0,22.0,6179063.25,30740356.0,36919419.25,274.0,27.0,5689783.0,43138832.0,48828615.0,266.0,25.0,5733610.0,41539112.0,47272722.0,274.0,27.0,6098211.0,49194008.78,55292219.78,287.0,26.0,6616750.0,32060832.0,38677582.0,298.0,24.0,6641740.0,31902611.0,38544351.0,309.0,29.0,6892324.0,46466236.0,53358560.0,327.0,27.0,7401782.48,38705848.0,46107630.480000004,330.0,21.0,7585225.0,39592988.02,47178213.02,337.0,30.0,7267596.0,49052788.0,56320384.0,327.0,30.0,7299724.0,41137002.25,48436726.25,344.0,25.0,7745171.0,38453661.43,46198832.43,351.0,28.0,7580967.0,34915809.51,42496776.51,355.0,28.0,7771877.0,33864660.03,41636537.03,356.0,31.0,7792646.0,38033278.85,45825924.85,375.0,33.0,8015329.0,43060932.49,51076261.49,374.0,27.0,8424058.0,38217240.29,46641298.29,367.0,27.0,8362540.0,60320600.72,68683140.72,350.0,27.0,7992980.0,50222607.14,58215587.14,362.0,27.0,7984251.0,31683337.94,39667588.94,388.0,24.0,8723072.0,37828530.98,46551602.98,423.0,29.0,9180254.0,38598068.0,47778322.0,400.0,25.0,8878036.0,61542495.0,70420531.0,398.0,29.0,8975064.0,39727945.46,48703009.46,423.0,33.0,9865282.0,45883540.0,55748822.0,419.0,33.0,10285173.0,60054309.0,70339482.0,418.0,37.0,10362203.7,52421821.0,62784024.7,442.0,42.0,10895223.1,42324973.0,53220196.1,445.0,43.0,10967037.0,43882947.75,54849984.75,438.0,34.0,11429150.0,41241587.48,52670737.48,448.0,37.0,11731963.0,50457814.0,62189777.0
i_HOM,682.0,46.0,15157748.29,159761046.82,174918795.10999998,662.0,41.0,15256593.51,134341058.71,149597652.22,673.0,41.0,15852934.51,142102087.35,157955021.85999998,631.0,39.0,15364061.81,159992110.38,175356172.19,643.0,42.0,15343296.79,165296856.17,180640152.95999998,674.0,40.0,16277559.59,161927588.24,178205147.83,659.0,43.0,15600173.75,158595305.28,174195479.03,641.0,46.0,17147552.2,144332001.22,161479553.42,651.0,47.0,16039816.47,150107407.58,166147224.05,686.0,51.0,15092608.58,157764434.0,172857042.58,688.0,56.0,15324600.0,138848335.0,154172935.0,674.0,49.0,15239936.15,145456596.0,160696532.15,641.0,43.0,14308525.16,147280106.0,161588631.16,665.0,51.0,14551631.0,141114766.0,155666397.0,661.0,52.0,15396664.0,131291826.0,146688490.0,621.0,53.0,13709305.0,141524514.0,155233819.0,646.0,44.0,14518795.0,147489747.0,162008542.0,687.0,74.0,15809476.0,143055876.0,158865352.0,693.0,50.0,16148833.0,134431921.0,150580754.0,690.0,48.0,15708909.0,150784169.0,166493078.0,711.0,44.0,15775266.0,161844045.0,177619311.0,705.0,51.0,16200473.0,147679295.08,163879768.08,693.0,57.0,15983071.0,149470639.05,165453710.05,679.0,51.0,15650309.0,139465773.65,155116082.65,652.0,50.0,13880473.0,153589686.84,167470159.84,672.0,57.0,14551892.0,139742131.13,154294023.13,665.0,52.0,14186421.0,142237938.0,156424359.0,647.0,51.0,14049753.0,155322722.0,169372475.0,712.0,51.0,15070991.0,168632127.0,183703118.0,694.0,46.0,15084663.97,132234452.92,147319116.89000002,687.0,48.0,14950937.0,138907076.0,153858013.0,641.0,42.0,14257462.0,138385301.0,152642763.0,600.0,40.0,14292089.0,129917070.0,144209159.0,648.0,42.0,15277016.0,131617553.0,146894569.0,663.0,33.0,16219803.0,137946753.48,154166556.48,644.0,31.0,15847260.0,146210570.54,162057830.54,659.0,40.0,16076263.0,151389064.9,167465327.9,671.0,37.0,16423399.0,143149150.0,159572549.0,648.0,35.0,15774400.0,138387390.58,154161790.58,633.0,32.0,15453400.0,138038175.38,153491575.38,600.0,29.0,14972650.0,137072180.0,152044830.0,620.0,32.0,15727200.0,129117166.0,144844366.0,612.0,29.0,15540750.0,121585651.0,137126401.0,610.0,33.0,15770750.0,139775274.0,155546024.0
i_BUD,3395.0,368.0,66053434.73,268127164.25,334180598.98,3297.0,365.0,65127490.0,219136835.03,284264325.03,3244.0,341.0,65150887.0,227977161.5,293128048.5,3259.0,370.0,66492124.16,271340143.2,337832267.36,3219.0,371.0,62053379.0,291724812.35,353778191.35,3202.0,358.0,64447690.78,245839563.28,310287254.06,3054.0,355.0,63299238.52,236005951.92,299305190.44,3013.0,333.0,68805266.95,234667478.59,303472745.54,3181.0,340.0,65320166.64,253816782.67,319136949.31,3260.0,331.0,68687062.65,269142805.64,337829868.28999996,3192.0,300.0,66778478.0,227283763.71,294062241.71000004,3205.0,303.0,68308577.08,247986132.62,316294709.7,3223.0,303.0,65188561.67,274200393.61,339388955.28000003,3243.0,295.0,67128256.09,260654735.88,327782991.97,3174.0,295.0,65596319.0,241505295.49,307101614.49,3040.0,300.0,62991248.0,238814184.73,301805432.73,3237.0,301.0,66335648.38,268393267.97,334728916.35,3399.0,306.0,71383476.14,1250360715.96,1321744192.1000001,3401.0,311.0,72034478.0,242038149.99,314072627.99,3405.0,315.0,72042659.84,279469270.44,351511930.28,3607.0,306.0,77018991.0,308367778.62,385386769.62,3510.0,303.0,75379045.0,251856319.27,327235364.27,3418.0,304.0,73531740.05,246462848.24,319994588.29,3252.0,304.0,70797109.0,229873459.15,300670568.15,3359.0,321.0,71241073.53,266963447.5,338204521.03,3401.0,319.0,72388016.99,242063267.52,314451284.51,3384.0,322.0,72149533.0,240975197.89,313124730.89,3388.0,323.0,73845518.0,254128768.13,327974286.13,3761.0,335.0,81722468.0,273348521.28,355070989.28,3874.0,326.0,86214873.96,236252406.12,322467280.08,3910.0,347.0,88305932.0,234456482.62,322762414.62,3892.0,357.0,90665815.99,233606077.36,324271893.35,4031.0,399.0,89701576.99,259869936.25,349571513.24,4376.0,414.0,98276903.0,238619175.01,336896078.01,4403.0,427.0,100009590.0,263716972.97,363726562.97,4299.0,393.0,99821741.0,274377275.48,374199016.48,4548.0,433.0,102668940.05,296145192.94,398814132.99,4768.0,440.0,110993560.0,411661855.47,522655415.47,4654.0,434.0,107981497.35,283761105.55,391742602.9,4618.0,419.0,107957858.0,287031596.01,394989454.01,4772.0,422.0,108833903.1,295600453.45,404434356.54999995,4855.0,414.0,114516401.0,276006731.27,390523132.27,4772.0,400.0,112112760.0,265193236.13,377305996.13,4698.0,405.0,113525870.0,291641579.61,405167449.61
