issue,count_20131,nan_20131,income_20131,expenses_20131,total_20131,count_20132,nan_20132,income_20132,expenses_20132,total_20132,count_20133,nan_20133,income_20133,expenses_20133,total_20133,count_20134,nan_20134,income_20134,expenses_20134,total_20134,count_20141,nan_20141,income_20141,expenses_20141,total_20141,count_20142,nan_20142,income_20142,expenses_20142,total_20142,count_20143,nan_20143,income_20143,expenses_20143,total_20143,count_20144,nan_20144,income_20144,expenses_20144,total_20144,count_20151,nan_20151,income_20151,expenses_20151,total_20151,count_20152,nan_20152,income_20152,expenses_20152,total_20152,count_20153,nan_20153,income_20153,expenses_20153,total_20153,count_20154,nan_20154,income_20154,expenses_20154,total_20154,count_20161,nan_20161,income_20161,expenses_20161,total_20161,count_20162,nan_20162,income_20162,expenses_20162,total_20162,count_20163,nan_20163,income_20163,expenses_20163,total_20163,count_20164,nan_20164,income_20164,expenses_20164,total_20164,count_20171,nan_20171,income_20171,expenses_20171,total_20171,count_20172,nan_20172,income_20172,expenses_20172,total_20172,count_20173,nan_20173,income_20173,expenses_20173,total_20173,count_20174,nan_20174,income_20174,expenses_20174,total_20174,count_20181,nan_20181,income_20181,expenses_20181,total_20181,count_20182,nan_20182,income_20182,expenses_20182,total_20182,count_20183,nan_20183,income_20183,expenses_20183,total_20183,count_20184,nan_20184,income_20184,expenses_20184,total_20184,count_20191,nan_20191,income_20191,expenses_20191,total_20191,count_20192,nan_20192,income_20192,expenses_20192,total_20192,count_20193,nan_20193,income_20193,expenses_20193,total_20193,count_20194,nan_20194,income_20194,expenses_20194,total_20194,count_20201,nan_20201,income_20201,expenses_20201,total_20201,count_20202,nan_20202,income_20202,expenses_20202,total_20202,count_20203,nan_20203,income_20203,expenses_20203,total_20203,count_20204,nan_20204,income_20204,expenses_20204,total_20204,count_20211,nan_20211,income_20211,expenses_20211,total_20211,count_20212,nan_20212,income_20212,expenses_20212,total_20212,count_20213,nan_20213,income_20213,expenses_20213,total_20213,count_20214,nan_20214,income_20214,expenses_20214,total_20214,count_20221,nan_20221,income_20221,expenses_20221,total_20221,count_20222,nan_20222,income_20222,expenses_20222,total_20222,count_20223,nan_20223,income_20223,expenses_20223,total_20223,count_20224,nan_20224,income_20224,expenses_20224,total_20224,count_20231,nan_20231,income_20231,expenses_20231,total_20231,count_20232,nan_20232,income_20232,expenses_20232,total_20232,count_20233,nan_20233,income_20233,expenses_20233,total_20233,count_20234,nan_20234,income_20234,expenses_20234,total_20234
i_SPO,31.0,9.0,540000.0,5239918.78,5779918.78,35.0,10.0,566000.0,6259912.86,6825912.86,33.0,11.0,641400.0,805862.86,1447262.8599999999,35.0,8.0,713800.0,935862.86,1649662.8599999999,30.0,7.0,631000.0,917362.86,1548362.8599999999,42.0,9.0,961000.0,1548362.86,2509362.8600000003,47.0,10.0,1111000.0,1935002.86,3046002.8600000003,42.0,8.0,956000.0,1148362.86,2104362.8600000003,45.0,13.0,831000.0,1366662.0,2197662.0,40.0,10.0,811000.0,1151662.0,1962662.0,40.0,11.0,816000.0,1057000.0,1873000.0,41.0,10.0,805000.0,1113154.54,1918154.54,44.0,10.0,960000.0,2366844.0,3326844.0,50.0,10.0,1115000.0,1581662.0,2696662.0,49.0,9.0,1090000.0,1706662.0,2796662.0,46.0,10.0,970000.0,1415412.0,2385412.0,42.0,10.0,845000.0,827662.0,1672662.0,44.0,9.0,942500.0,2610862.0,3553362.0,42.0,8.0,915000.0,3026662.0,3941662.0,42.0,6.0,1001500.0,2781662.0,3783162.0,46.0,8.0,960200.0,2642000.0,3602200.0,47.0,9.0,1043200.0,3927392.0,4970592.0,47.0,8.0,840600.0,3097721.0,3938321.0,44.0,6.0,837000.0,2874617.0,3711617.0,38.0,5.0,680000.0,1935000.0,2615000.0,35.0,5.0,660000.0,1785000.0,2445000.0,42.0,6.0,995000.0,1490000.0,2485000.0,49.0,5.0,1160000.0,1901055.0,3061055.0,69.0,4.0,1465000.0,3361922.0,4826922.0,80.0,10.0,1912000.0,2137194.0,4049194.0,83.0,10.0,1664600.0,2345535.0,4010135.0,80.0,8.0,1465000.0,2459596.0,3924596.0,90.0,8.0,1717500.0,3430782.0,5148282.0,98.0,6.0,1877000.0,7548983.0,9425983.0,92.0,3.0,1882500.0,4608436.0,6490936.0,86.0,2.0,1712500.0,5035325.0,6747825.0,84.0,3.0,1627500.0,4764141.0,6391641.0,81.0,6.0,1717500.0,2459928.0,4177428.0,83.0,5.0,1747500.0,2799295.0,4546795.0,80.0,4.0,1764500.0,2459934.0,4224434.0,89.0,9.0,1874927.0,3577638.5,5452565.5,91.0,9.0,2064500.0,3482041.0,5546541.0,91.0,10.0,2302500.0,3377507.48,5680007.48,92.0,8.0,2397500.0,3381994.0,5779494.0
i_GAM,103.0,9.0,3302130.0,12215206.15,15517336.15,101.0,7.0,3350500.0,3957402.09,7307902.09,100.0,5.0,3561000.0,16722883.47,20283883.47,92.0,1.0,3161500.0,21639962.57,24801462.57,92.0,3.0,3102500.0,24468630.11,27571130.11,96.0,3.0,3216000.0,27668010.66,30884010.66,91.0,2.0,3162000.0,33683260.0,36845260.0,94.0,5.0,4173500.0,4922317.55,9095817.55,99.0,3.0,4335000.0,1986396.0,6321396.0,113.0,4.0,3893250.0,2837887.43,6731137.43,107.0,5.0,3814750.0,2948718.87,6763468.87,107.0,4.0,4227750.0,3903393.89,8131143.890000001,102.0,6.0,3797750.0,3148011.0,6945761.0,94.0,5.0,4124000.0,2793834.0,6917834.0,93.0,3.0,3715170.0,3170000.0,6885170.0,85.0,2.0,3204000.0,2487265.79,5691265.79,88.0,6.0,3207641.0,2315296.0,5522937.0,89.0,2.0,3607000.0,2553477.0,6160477.0,90.0,4.0,3461000.0,2326087.0,5787087.0,86.0,3.0,3441000.0,2258273.0,5699273.0,91.0,5.0,3608000.0,3186884.0,6794884.0,96.0,5.0,4056000.0,3033784.0,7089784.0,97.0,5.0,3771000.0,2131375.0,5902375.0,97.0,7.0,3636000.0,3014488.0,6650488.0,102.0,7.0,3656000.0,3393984.0,7049984.0,104.0,7.0,3835000.0,3458695.66,7293695.66,99.0,5.0,3755000.0,3610000.0,7365000.0,93.0,5.0,3795000.0,3586231.0,7381231.0,98.0,7.0,3476000.0,3384765.0,6860765.0,94.0,8.0,3440000.0,2781529.0,6221529.0,92.0,3.0,3437000.0,2466073.0,5903073.0,88.0,3.0,3370000.0,2516887.0,5886887.0,82.0,2.0,3380000.0,2660000.0,6040000.0,81.0,6.0,3226000.0,2647264.0,5873264.0,80.0,2.0,3206000.0,1917041.0,5123041.0,80.0,2.0,3086000.0,1780635.0,4866635.0,80.0,0.0,3086000.0,2112719.0,5198719.0,83.0,0.0,3225000.0,2010851.0,5235851.0,81.0,2.0,2923500.0,1800025.0,4723525.0,81.0,3.0,2911677.5,2059148.0,4970825.5,79.0,3.0,3031000.0,2129741.0,5160741.0,79.0,4.0,2961000.0,2149096.0,5110096.0,75.0,3.0,2877500.0,2076110.0,4953610.0,75.0,3.0,2893500.0,2229880.0,5123380.0
i_MON,15.0,2.0,525450.0,20000.0,545450.0,16.0,2.0,438400.0,1225832.0,1664232.0,14.0,2.0,358400.0,1851774.0,2210174.0,10.0,2.0,269400.0,1908750.0,2178150.0,11.0,2.0,289400.0,138750.0,428150.0,12.0,1.0,289400.0,383479.0,672879.0,12.0,1.0,309400.0,151116.0,460516.0,11.0,1.0,270000.0,110245.97,380245.97,10.0,1.0,310000.0,20000.0,330000.0,10.0,1.0,310000.0,20000.0,330000.0,10.0,1.0,290000.0,120000.0,410000.0,9.0,1.0,240000.0,98750.0,338750.0,10.0,1.0,210000.0,88750.0,298750.0,10.0,1.0,220000.0,98750.0,318750.0,11.0,2.0,180000.0,128750.0,308750.0,11.0,2.0,213550.0,98750.0,312300.0,11.0,2.0,243550.0,20000.0,263550.0,11.0,3.0,273550.0,20000.0,293550.0,12.0,2.0,283550.0,120000.0,403550.0,10.0,3.0,220000.0,45000.0,265000.0,10.0,2.0,213550.0,22500.0,236050.0,10.0,1.0,243550.0,74675.0,318225.0,8.0,1.0,173550.0,70000.0,243550.0,11.0,0.0,298550.0,50000.0,348550.0,11.0,0.0,300000.0,472500.0,772500.0,13.0,1.0,270000.0,1402500.0,1672500.0,14.0,1.0,350000.0,3370575.0,3720575.0,10.0,0.0,320000.0,552261.0,872261.0,8.0,0.0,340000.0,104586.0,444586.0,12.0,0.0,350000.0,1311212.0,1661212.0,13.0,0.0,1140000.0,888368.0,2028368.0,8.0,0.0,320000.0,414880.0,734880.0,7.0,0.0,275000.0,400000.0,675000.0,8.0,1.0,240000.0,340000.0,580000.0,9.0,0.0,250000.0,361112.0,611112.0,9.0,0.0,220000.0,366298.0,586298.0,12.0,1.0,220000.0,727404.0,947404.0,9.0,0.0,260000.0,465594.0,725594.0,9.0,0.0,270000.0,412012.0,682012.0,8.0,0.0,270000.0,557879.0,827879.0,6.0,1.0,110000.0,360000.0,470000.0,5.0,2.0,40000.0,410000.0,450000.0,6.0,2.0,80000.0,230000.0,310000.0,6.0,2.0,80000.0,620000.0,700000.0
i_ECN,279.0,48.0,5040803.0,19670685.08,24711488.08,286.0,39.0,5256297.5,21354401.48,26610698.98,264.0,32.0,4797979.29,31866267.15,36664246.44,247.0,33.0,4485820.0,38185099.82,42670919.82,267.0,44.0,4608275.46,44705593.82,49313869.28,278.0,41.0,5597905.16,44553995.9,50151901.06,267.0,40.0,5436581.0,55410086.86,60846667.86,247.0,39.0,5388127.0,47052475.86,52440602.86,242.0,46.0,4389125.0,33821126.0,38210251.0,247.0,43.0,4713868.0,36768321.0,41482189.0,253.0,46.0,4357531.0,34151908.0,38509439.0,254.0,46.0,4405417.0,18605307.0,23010724.0,260.0,46.0,4809035.0,21983178.01,26792213.01,268.0,44.0,4953735.0,19213482.0,24167217.0,267.0,45.0,5405975.0,14729787.0,20135762.0,252.0,47.0,5027850.0,15223240.48,20251090.48,247.0,38.0,4546522.0,14710590.67,19257112.67,262.0,34.0,5612595.0,18558812.0,24171407.0,276.0,35.0,5795827.0,20628602.0,26424429.0,272.0,41.0,5615555.84,34694335.0,40309890.84,303.0,39.0,6243443.0,21475626.0,27719069.0,310.0,40.0,5960331.0,23073693.0,29034024.0,327.0,51.0,6516383.05,21956173.0,28472556.05,304.0,41.0,6227914.0,19914716.0,26142630.0,310.0,40.0,6741274.54,19450080.0,26191354.54,329.0,40.0,6875671.0,17533208.0,24408879.0,311.0,40.0,6167108.0,16977074.0,23144182.0,302.0,38.0,6224049.0,13947897.88,20171946.880000003,401.0,41.0,9387321.0,42658862.0,52046183.0,472.0,53.0,10848558.97,38960746.44,49809305.41,465.0,59.0,10562650.0,45380818.0,55943468.0,448.0,62.0,10279334.0,47325977.43,57605311.43,423.0,60.0,9493984.0,22493218.83,31987202.83,396.0,51.0,8457062.0,22075871.0,30532933.0,398.0,59.0,8448192.0,27701511.0,36149703.0,406.0,60.0,9480116.0,25323532.0,34803648.0,414.0,64.0,8655754.0,28043253.0,36699007.0,434.0,70.0,8574719.0,29719465.0,38294184.0,410.0,64.0,8340098.0,29348113.0,37688211.0,390.0,56.0,8715600.0,22728371.0,31443971.0,372.0,55.0,7610799.0,23272410.0,30883209.0,398.0,60.0,8313950.0,22905605.0,31219555.0,399.0,57.0,7827200.0,18538473.0,26365673.0,393.0,53.0,8278200.0,22991172.0,31269372.0
i_EDU,831.0,106.0,13008974.77,75088536.77,88097511.53999999,923.0,123.0,14708560.8,68016082.26,82724643.06,899.0,122.0,15190822.0,74715256.51,89906078.51,837.0,116.0,14612100.0,75800220.56,90412320.56,860.0,119.0,14286506.18,93676643.1,107963149.28,895.0,105.0,15175062.79,91137322.43,106312385.22,871.0,114.0,14608428.0,93399184.46,108007612.46,819.0,121.0,16640707.75,88493982.61,105134690.36,918.0,126.0,14805168.75,93648231.76,108453400.51,934.0,134.0,15549863.75,111468266.99,127018130.74,949.0,138.0,15391051.0,85909886.19,101300937.19,943.0,148.0,15084448.0,87378443.44,102462891.44,907.0,135.0,13289154.67,92673973.62,105963128.29,939.0,148.0,14201749.09,101136234.45,115337983.54,921.0,143.0,14170940.0,91914578.97,106085518.97,866.0,130.0,13682028.0,89505117.39,103187145.39,895.0,147.0,12886678.56,85856784.03,98743462.59,911.0,139.0,13889403.14,91301772.7,105191175.84,919.0,144.0,13688302.0,86836615.02,100524917.02,940.0,154.0,13746106.0,100132213.93,113878319.93,963.0,148.0,14622249.0,107807187.65,122429436.65,991.0,151.0,14956874.0,111007529.88,125964403.88,959.0,152.0,14218642.05,102575303.52,116793945.57,910.0,156.0,13344869.0,91759142.8,105104011.8,940.0,139.0,13790420.0,98777605.53,112568025.53,942.0,142.0,13886912.0,91412319.99,105299231.99,934.0,142.0,14024209.0,89852948.97,103877157.97,939.0,153.0,13770310.0,106019253.94,119789563.94,955.0,149.0,14115610.0,102344689.09,116460299.09,977.0,156.0,15622710.0,92039670.0,107662380.0,945.0,153.0,15204110.0,90507794.58,105711904.58,935.0,157.0,15385175.0,92258215.0,107643390.0,974.0,167.0,14869560.0,92507848.1,107377408.1,1038.0,165.0,16859228.0,87971139.7,104830367.7,1043.0,167.0,17120555.0,85029570.05,102150125.05,1034.0,170.0,17421937.0,97243846.55,114665783.55,1090.0,175.0,18197953.05,100533531.46,118731484.50999999,1105.0,175.0,18842861.0,93162871.8,112005732.8,1079.0,190.0,17945300.0,100638406.69,118583706.69,1055.0,188.0,17436300.0,104958347.62,122394647.62,1056.0,168.0,17597684.33,94981929.54,112579613.87,1097.0,175.0,18726700.0,96909796.0,115636496.0,1085.0,189.0,18780402.0,89873825.48,108654227.48,1073.0,174.0,18725975.0,101717140.7,120443115.7
i_BEV,41.0,6.0,963000.0,4484050.0,5447050.0,38.0,5.0,990000.0,4769253.0,5759253.0,40.0,5.0,1030000.0,4546344.0,5576344.0,39.0,5.0,1020000.0,5502762.0,6522762.0,39.0,5.0,955000.0,5399201.0,6354201.0,39.0,2.0,1135000.0,6239799.0,7374799.0,37.0,2.0,1045000.0,6060000.0,7105000.0,37.0,2.0,1065000.0,5890000.0,6955000.0,40.0,3.0,1050000.0,6226461.0,7276461.0,38.0,3.0,1090000.0,5067694.0,6157694.0,40.0,3.0,1070000.0,4574079.0,5644079.0,45.0,5.0,1070000.0,4824446.0,5894446.0,43.0,3.0,950000.0,5556878.0,6506878.0,43.0,3.0,945000.0,5972248.0,6917248.0,44.0,3.0,985000.0,4589604.0,5574604.0,41.0,3.0,915000.0,4918228.58,5833228.58,38.0,2.0,875000.0,6214569.0,7089569.0,37.0,2.0,1085000.0,5092624.0,6177624.0,37.0,3.0,945000.0,4643634.0,5588634.0,39.0,5.0,885000.0,5671659.0,6556659.0,37.0,4.0,1055000.0,6502835.0,7557835.0,38.0,5.0,1095000.0,5201136.0,6296136.0,40.0,7.0,1115000.0,5224333.0,6339333.0,39.0,6.0,1075000.0,5085996.0,6160996.0,42.0,7.0,1035000.0,6466963.0,7501963.0,43.0,5.0,965000.0,5930470.0,6895470.0,42.0,6.0,990000.0,6260779.0,7250779.0,43.0,6.0,1040000.0,4846460.0,5886460.0,44.0,5.0,1120000.0,5335543.0,6455543.0,42.0,6.0,1140000.0,2410472.0,3550472.0,44.0,4.0,1190000.0,3294431.0,4484431.0,43.0,5.0,1170000.0,4656718.0,5826718.0,45.0,5.0,1200000.0,3623946.0,4823946.0,45.0,8.0,1140000.0,3393557.0,4533557.0,48.0,9.0,1270000.0,3250000.0,4520000.0,50.0,7.0,1464000.0,3804705.0,5268705.0,52.0,7.0,1494000.0,3332577.0,4826577.0,52.0,7.0,1533000.0,4184263.0,5717263.0,49.0,8.0,1374000.0,3403313.0,4777313.0,46.0,4.0,1284000.0,5292857.0,6576857.0,47.0,5.0,1414000.0,3830010.0,5244010.0,49.0,5.0,1594000.0,3263212.0,4857212.0,52.0,6.0,1654000.0,3495675.0,5149675.0,49.0,5.0,1570000.0,2671226.0,4241226.0
i_AUT,100.0,8.0,2625000.0,11377947.21,14002947.21,102.0,8.0,2665000.0,17070279.84,19735279.84,99.0,9.0,2627500.0,15354283.37,17981783.369999997,99.0,10.0,2325000.0,21336109.98,23661109.98,106.0,9.0,2691000.0,15652209.71,18343209.71,110.0,8.0,2921000.0,15595019.94,18516019.939999998,112.0,7.0,3165000.0,14613095.23,17778095.23,103.0,5.0,2825000.0,14756787.59,17581787.59,104.0,7.0,3115000.0,16324968.96,19439968.96,113.0,6.0,2989500.0,18125638.83,21115138.83,111.0,6.0,3227000.0,16671660.0,19898660.0,113.0,6.0,3162000.0,16697100.0,19859100.0,109.0,7.0,2621000.0,18436851.0,21057851.0,118.0,11.0,2569000.0,17109122.0,19678122.0,119.0,8.0,2680500.0,19954926.0,22635426.0,119.0,9.0,2491844.0,17640802.0,20132646.0,123.0,7.0,3187000.0,26550824.0,29737824.0,127.0,4.0,3199500.0,23647557.0,26847057.0,144.0,10.0,3209000.0,37034578.0,40243578.0,140.0,7.0,3326500.0,42487233.0,45813733.0,147.0,6.0,3428500.0,43347685.0,46776185.0,148.0,8.0,3252600.0,39924800.0,43177400.0,153.0,9.0,3484000.0,43845433.0,47329433.0,150.0,8.0,3377000.0,38364437.0,41741437.0,136.0,8.0,3157000.0,41322463.0,44479463.0,146.0,8.0,3595000.0,36401828.0,39996828.0,142.0,8.0,3272000.0,33343613.74,36615613.739999995,143.0,8.0,3266000.0,44467509.94,47733509.94,146.0,7.0,3410000.0,43067816.0,46477816.0,147.0,10.0,3475000.0,36811088.0,40286088.0,148.0,11.0,3440000.0,40584114.0,44024114.0,146.0,10.0,3361500.0,42644788.0,46006288.0,155.0,6.0,3554500.0,42968410.0,46522910.0,185.0,5.0,4757500.0,39025282.0,43782782.0,190.0,6.0,4576500.0,40760976.0,45337476.0,189.0,4.0,4722000.0,41156327.0,45878327.0,202.0,3.0,5112000.0,48567516.0,53679516.0,206.0,7.0,5305000.0,42747641.0,48052641.0,210.0,8.0,5663000.0,49280439.0,54943439.0,204.0,5.0,5550500.0,46459921.0,52010421.0,199.0,7.0,5177020.0,50412206.0,55589226.0,200.0,6.0,5270520.0,44349246.0,49619766.0,201.0,8.0,5438500.0,36483089.0,41921589.0,201.0,7.0,5831000.0,43596822.0,49427822.0
i_TOR,68.0,7.0,1698000.0,29835180.87,31533180.87,69.0,6.0,1668000.0,31051391.18,32719391.18,68.0,6.0,1668000.0,28821140.83,30489140.83,72.0,6.0,2068000.0,51824372.83,53892372.83,74.0,10.0,1668000.0,35500022.97,37168022.97,72.0,7.0,1818000.0,35956880.46,37774880.46,72.0,8.0,1791000.0,35785679.2,37576679.2,66.0,11.0,1556000.0,36604090.91,38160090.91,61.0,10.0,1388000.0,23938051.26,25326051.26,68.0,11.0,1468000.0,52785916.0,54253916.0,65.0,8.0,1353000.0,26434892.56,27787892.56,68.0,9.0,1428000.0,28308623.7,29736623.7,71.0,9.0,1340250.0,48760523.39,50100773.39,71.0,9.0,1350250.0,53371849.82,54722099.82,72.0,10.0,1220250.0,35948508.0,37168758.0,69.0,10.0,1086929.5,31849472.0,32936401.5,78.0,8.0,1325056.0,53903325.0,55228381.0,88.0,11.0,1383000.0,46025365.0,47408365.0,85.0,7.0,1568000.0,45601487.0,47169487.0,84.0,9.0,1488000.0,38508837.25,39996837.25,77.0,9.0,1413000.0,52846119.0,54259119.0,74.0,8.0,1301000.0,45416054.2,46717054.2,71.0,7.0,1206000.0,47411551.0,48617551.0,66.0,8.0,1141000.0,42438353.1,43579353.1,58.0,6.0,1071000.0,23292856.05,24363856.05,56.0,9.0,933000.0,20726826.95,21659826.95,55.0,6.0,926518.0,28949833.1,29876351.1,49.0,6.0,823000.0,33105338.0,33928338.0,58.0,5.0,918000.0,44687175.0,45605175.0,97.0,11.0,1428000.0,50484938.0,51912938.0,105.0,11.0,1665000.0,54206109.0,55871109.0,97.0,12.0,1578000.0,56674993.0,58252993.0,65.0,9.0,868000.0,46629362.0,47497362.0,55.0,9.0,840000.0,29326307.0,30166307.0,58.0,11.0,653916.0,33996884.0,34650800.0,58.0,9.0,916750.0,36706130.0,37622880.0,57.0,8.0,906500.0,36473544.0,37380044.0,54.0,8.0,879000.0,32485732.0,33364732.0,53.0,7.0,1084000.0,39520517.0,40604517.0,50.0,7.0,1217000.0,36688468.0,37905468.0,45.0,9.0,2084520.0,28476090.0,30560610.0,47.0,8.0,774520.0,27809266.0,28583786.0,49.0,8.0,972000.0,24618541.0,25590541.0,48.0,8.0,977000.0,32425796.0,33402796.0
i_NAT,618.0,96.0,10800419.23,48062824.67,58863243.900000006,634.0,97.0,11915910.98,37887199.45,49803110.43000001,638.0,108.0,12276034.0,51118275.67,63394309.67,594.0,98.0,11942962.19,53220994.09,65163956.28,613.0,95.0,11186991.7,55448685.88,66635677.58,609.0,96.0,11689017.69,54658246.6,66347264.29,608.0,91.0,12652941.0,63157856.89,75810797.89,588.0,79.0,12832516.0,55234258.23,68066774.22999999,620.0,78.0,12560880.0,47933058.34,60493938.34,637.0,75.0,12737253.0,53649691.0,66386944.0,631.0,88.0,12234571.0,50109898.0,62344469.0,614.0,78.0,12403387.0,46819005.47,59222392.47,638.0,76.0,12831584.0,51456025.0,64287609.0,672.0,89.0,13918033.0,57488870.0,71406903.0,661.0,86.0,13248842.0,57311780.0,70560622.0,640.0,73.0,12692553.0,50817796.0,63510349.0,632.0,81.0,13099377.0,52250019.17,65349396.17,683.0,92.0,13970950.0,44896226.0,58867176.0,689.0,90.0,14234744.0,44336076.0,58570820.0,689.0,89.0,14981191.0,52003207.0,66984398.0,708.0,85.0,15057843.0,52740726.02,67798569.02000001,729.0,88.0,15098444.0,53399764.0,68498208.0,720.0,89.0,14859825.0,66975312.0,81835137.0,714.0,90.0,15522489.0,54494446.04,70016935.03999999,703.0,89.0,14727082.0,60673424.0,75400506.0,711.0,76.0,13635156.0,54633651.6,68268807.6,732.0,84.0,14476052.0,49085507.69,63561559.69,745.0,89.0,15509999.0,63760856.69,79270855.69,747.0,80.0,14665234.0,67318483.0,81983717.0,742.0,96.0,14546160.0,52718238.36,67264398.36,740.0,101.0,14295320.0,56898035.0,71193355.0,727.0,101.0,13971652.0,35994051.0,49965703.0,697.0,111.0,12897717.3,53034342.97,65932060.269999996,740.0,104.0,14776741.0,49114338.34,63891079.34,767.0,106.0,15428765.0,38332007.0,53760772.0,745.0,87.0,15735767.0,43944248.18,59680015.18,738.0,88.0,17358290.05,45226337.91,62584627.95999999,770.0,92.0,15795689.0,41566210.0,57361899.0,800.0,101.0,16679695.0,40948065.0,57627760.0,788.0,100.0,16460184.0,42976947.59,59437131.59,781.0,100.0,16859004.0,46735195.0,63594199.0,821.0,102.0,17894967.0,42178647.0,60073614.0,840.0,110.0,18400500.0,39675836.0,58076336.0,824.0,98.0,18957667.0,47393040.0,66350707.0
i_DIS,143.0,13.0,2403120.0,24049134.67,26452254.67,142.0,14.0,2534520.06,18792982.15,21327502.209999997,138.0,16.0,2422018.0,17140342.19,19562360.19,127.0,12.0,2531969.0,20338782.02,22870751.02,128.0,13.0,2561569.0,17974930.47,20536499.47,121.0,10.0,2593849.0,26874579.77,29468428.77,130.0,9.0,2790651.0,27021338.29,29811989.29,130.0,15.0,2760249.0,24780497.15,27540746.15,123.0,16.0,2264720.0,18972496.29,21237216.29,143.0,15.0,2772785.0,19625526.93,22398311.93,136.0,14.0,2545183.0,18106352.05,20651535.05,126.0,12.0,2357000.0,25564373.28,27921373.28,125.0,13.0,1986047.0,24708228.07,26694275.07,116.0,14.0,1950257.0,20359390.82,22309647.82,130.0,12.0,2149315.0,39797899.0,41947214.0,119.0,15.0,1940315.0,32736248.0,34676563.0,106.0,6.0,1879792.0,22403947.0,24283739.0,111.0,12.0,1852571.0,22035218.0,23887789.0,167.0,21.0,2837365.0,27523564.0,30360929.0,232.0,25.0,5310315.0,49437300.0,54747615.0,220.0,27.0,4724815.0,35162551.0,39887366.0,197.0,24.0,4056315.0,32321790.0,36378105.0,205.0,25.0,4271815.0,46900876.0,51172691.0,196.0,24.0,3769500.0,34665366.49,38434866.49,202.0,18.0,4137949.0,29054777.0,33192726.0,225.0,19.0,4903868.0,29279989.82,34183857.82,202.0,21.0,4208750.0,23488697.0,27697447.0,200.0,18.0,4232000.0,26348119.0,30580119.0,474.0,44.0,9753081.0,61109936.0,70863017.0,529.0,53.0,11264067.97,56017935.5,67282003.47,500.0,52.0,10054692.0,73413149.0,83467841.0,480.0,57.0,9947026.0,65032474.0,74979500.0,436.0,43.0,9208231.0,49691444.83,58899675.83,398.0,38.0,7879341.0,44088437.0,51967778.0,385.0,45.0,7748538.0,44191018.0,51939556.0,345.0,33.0,7083716.0,55355980.0,62439696.0,331.0,31.0,6929186.0,71406503.0,78335689.0,307.0,30.0,6477498.0,50281311.0,56758809.0,294.0,21.0,6167048.0,66143808.0,72310856.0,278.0,26.0,5744000.0,59750724.0,65494724.0,253.0,18.0,5189320.0,35168421.0,40357741.0,251.0,21.0,5243953.0,23112939.0,28356892.0,259.0,21.0,5231800.0,15955413.0,21187213.0,259.0,25.0,4860800.0,22018811.0,26879611.0
i_CPT,415.0,22.0,10950500.0,144000508.43,154951008.43,461.0,23.0,13116500.0,133706034.4,146822534.4,513.0,24.0,14507000.0,147413301.06,161920301.06,639.0,25.0,19976000.0,183974386.21,203950386.21,679.0,25.0,20469000.0,206125045.25,226594045.25,636.0,17.0,19424950.0,192934032.57,212358982.57,581.0,12.0,20219250.0,187937518.63,208156768.63,528.0,17.0,16994000.0,168927631.95,185921631.95,623.0,25.0,18230650.0,205229681.0,223460331.0,733.0,27.0,21418460.0,215880502.23,237298962.23,704.0,24.0,20466446.0,184464371.05,204930817.05,640.0,24.0,17910662.08,189492943.67,207403605.75,625.0,25.0,17079454.0,205169029.0,222248483.0,601.0,20.0,16172660.0,187825982.0,203998642.0,560.0,25.0,14604620.0,181644146.0,196248766.0,518.0,29.0,13441560.0,178123050.0,191564610.0,459.0,29.0,13122357.0,166308997.17,179431354.17,466.0,27.0,13079580.0,152858563.0,165938143.0,461.0,28.0,12877000.0,147582262.0,160459262.0,438.0,24.0,11674806.0,170739939.88,182414745.88,442.0,25.0,11758306.0,187058852.0,198817158.0,439.0,25.0,12081191.0,158871701.0,170952892.0,435.0,24.0,11456181.0,166625741.0,178081922.0,424.0,23.0,11172462.25,157343323.61,168515785.86,392.0,18.0,11844912.0,152581938.0,164426850.0,450.0,18.0,14023535.0,148049050.0,162072585.0,448.0,22.0,12959000.0,148704718.25,161663718.25,440.0,21.0,12808000.0,161870782.94,174678782.94,429.0,16.0,13182000.0,171812086.0,184994086.0,399.0,19.0,11480500.0,144404927.0,155885427.0,395.0,22.0,10935500.0,167257465.0,178192965.0,395.0,20.0,10690729.0,158305281.0,168996010.0,376.0,21.0,11424479.0,148464848.0,159889327.0,409.0,24.0,12935104.0,145450662.0,158385766.0,417.0,25.0,13215979.0,154994620.61,168210599.61,421.0,24.0,13711229.0,162460911.54,176172140.54,422.0,24.0,13349104.0,175222894.38,188571998.38,431.0,23.0,13406729.0,168734143.0,182140872.0,427.0,19.0,13548979.0,188104282.58,201653261.58,414.0,20.0,12823979.0,172090487.38,184914466.38,381.0,20.0,11774979.0,142299094.59,154074073.59,392.0,22.0,12294479.0,125717860.84,138012339.84,386.0,22.0,11853604.0,127451704.0,139305308.0,385.0,26.0,12029104.0,136560892.72,148589996.72
